1stFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice,Has2ndFloor,HasMasVnr,HasOpenPorch,HasGarage,HasFinBsmt,ModsMade
1065,3,No,Unf,RFn,1993,1911,Gd,9554,80,5,8,777,1993,215000,1,1,1,1,1,1
1218,2,No,GLQ,Fin,2009,1218,Gd,7862,75,5,6,1218,2009,208300,0,0,1,1,1,0
689,3,No,Rec,Unf,1928,1378,Gd,9600,60,9,7,689,1928,161000,1,0,0,1,1,1
1041,3,No,ALQ,RFn,1959,1041,TA,9600,80,6,5,1041,1959,124500,0,1,1,1,1,0
1363,2,No,BLQ,Unf,1951,1363,TA,14559,75,7,5,1008,1951,164900,0,1,1,1,1,1
1368,2,No,Unf,RFn,2005,1368,Gd,6792,40,5,7,1368,2005,202665,0,1,1,1,0,1
864,3,No,BLQ,RFn,1964,864,TA,9100,70,5,5,864,1958,129900,0,0,0,1,1,0
1080,3,No,ALQ,Unf,1983,1080,TA,9187,71,5,6,1084,1983,134000,0,0,0,1,1,0
789,2,No,Unf,Unf,1926,789,TA,10594,55,5,5,768,1926,96500,0,0,0,1,0,1
2020,3,No,GLQ,Fin,2009,2020,Ex,12220,94,5,10,2006,2009,402861,0,1,1,1,1,0
1378,3,No,Unf,Unf,1972,2119,TA,10448,65,6,6,689,1972,158000,1,1,1,1,0,0
1277,3,No,Unf,RFn,1996,2344,Gd,10208,79,5,7,1264,1996,265000,1,1,0,1,0,1
882,3,Mn,GLQ,RFn,1998,1796,TA,9531,60,5,6,794,1998,211000,1,0,1,1,1,0
1276,3,No,Unf,Unf,1926,2080,Gd,10918,53,9,7,1276,1926,234000,1,0,0,1,0,1
694,3,None,None,None,1900,1294,TA,10800,60,7,4,0,1900,106250,1,0,1,0,1,1
1244,3,No,Rec,Unf,1957,1244,TA,11988,90,6,6,1244,1957,150000,0,0,1,1,1,0
1004,3,No,ALQ,Unf,1950,1664,TA,5000,50,7,6,1004,1947,159000,0,0,1,1,1,1
3138,3,Gd,GLQ,Fin,2007,4676,Ex,40094,130,5,10,3138,2007,184750,1,1,1,1,1,1
1383,3,No,ALQ,Fin,1996,2398,Gd,11787,95,5,7,1379,1996,315750,1,1,1,1,1,1
1266,3,No,Unf,Unf,2005,1266,Gd,7500,62,5,7,1257,2005,176000,0,0,1,1,0,0
928,2,No,Rec,Unf,1956,928,TA,13300,70,7,5,928,1956,132000,0,0,0,1,1,1
1476,3,Av,GLQ,Fin,2008,2713,Ex,14948,67,5,9,1452,2008,446261,1,1,1,1,1,0
605,2,Mn,ALQ,Unf,1920,605,TA,9098,58,7,4,528,1920,86000,0,0,0,0,1,1
2515,4,No,Rec,Unf,1975,2515,TA,32668,92,3,6,2035,1957,200624,0,0,0,1,1,1
1509,3,Av,GLQ,RFn,1988,1509,Gd,10200,85,5,6,1461,1988,175000,0,1,0,1,1,1
751,3,Mn,Unf,Fin,1920,1362,TA,6155,60,8,6,611,1920,128000,1,0,0,1,0,1
827,2,None,None,Unf,1967,827,TA,7200,60,7,5,0,1955,107500,0,0,0,1,0,1
334,1,None,None,None,1946,334,Fa,5000,50,3,1,0,1946,39300,0,0,0,0,1,1
707,3,Av,Unf,Fin,2004,1414,Gd,9056,74,5,8,707,2004,178000,1,0,1,1,0,0
820,3,Gd,GLQ,None,1910,1347,TA,7000,70,7,5,1117,1910,107500,1,0,0,0,1,1
880,3,Av,Unf,Fin,1998,1724,Gd,8924,57,5,7,880,1998,188000,1,0,1,1,0,1
864,3,No,BLQ,Unf,1980,864,TA,12735,75,5,4,864,1972,111250,0,0,0,1,1,0
1159,3,No,BLQ,Unf,1968,1159,TA,11553,86,5,5,1051,1968,158000,0,1,0,1,1,0
1601,3,Av,GLQ,RFn,2001,1601,Gd,11423,24,5,8,1581,2001,272000,0,1,0,1,1,1
1838,2,Av,GLQ,RFn,2006,1838,Ex,14601,85,5,9,1838,2006,315000,0,1,1,1,1,0
997,4,No,Unf,Fin,2000,2285,Gd,11000,90,5,8,969,2000,248000,1,1,1,1,0,0
1680,3,No,LwQ,Fin,1998,1680,Gd,10140,78,5,7,1650,1998,213250,0,0,1,1,1,1
767,1,Av,GLQ,Fin,1998,767,TA,4058,34,5,7,723,1998,133000,0,1,1,1,1,0
664,3,Av,GLQ,RFn,2006,1496,Gd,17104,58,5,7,654,2006,179665,0,0,1,1,1,0
1377,4,No,GLQ,Unf,1988,2183,Gd,13837,40,5,7,1204,1988,229000,1,1,0,1,1,0
915,3,No,Rec,Unf,1950,1635,TA,8737,70,7,6,1065,1923,210000,1,0,1,1,1,1
768,2,Av,ALQ,Unf,1987,768,TA,7244,54,7,5,768,1970,129500,0,0,0,1,1,0
825,2,No,LwQ,RFn,1963,825,TA,8235,49,7,5,825,1955,125000,0,0,1,1,1,1
912,4,No,Unf,Fin,2003,2094,Gd,9375,75,5,7,912,2003,263000,1,0,1,1,0,1
1069,2,No,ALQ,RFn,1977,1069,TA,4043,53,6,6,1069,1977,140000,0,0,1,1,1,0
928,3,No,Rec,Fin,1957,928,TA,6000,50,6,5,928,1957,112500,0,0,0,1,1,0
1717,3,Av,Unf,RFn,2006,1717,Gd,11146,87,5,8,1709,2006,255500,0,1,1,1,0,0
1126,2,None,None,Fin,2002,1126,Gd,8777,67,5,4,0,1949,108000,0,0,1,1,0,1
1006,3,No,GLQ,RFn,2003,2046,Gd,10625,85,5,7,998,2003,284000,1,1,1,1,1,1
1048,2,No,Unf,Unf,1922,1048,TA,6380,58,6,5,993,1922,113000,0,0,0,1,0,1
1092,2,No,Rec,Fin,1957,1092,TA,14850,69,5,5,1092,1957,141000,0,0,0,1,1,0
897,3,No,Rec,Unf,1994,1336,TA,11040,60,6,4,637,1920,108000,1,0,1,1,1,1
729,3,Gd,GLQ,Unf,1996,1446,TA,21872,57,5,7,729,1996,175000,1,0,1,1,1,1
1557,2,Gd,Unf,Fin,2003,1557,Gd,3196,60,5,7,1374,2003,234000,0,1,1,1,0,1
1392,3,No,None,Unf,1957,1392,TA,11341,53,6,5,1392,1957,121500,0,1,0,1,1,1
1389,2,Av,ALQ,RFn,1975,1389,TA,10010,77,5,5,1389,1974,170000,0,0,1,1,1,1
996,3,No,BLQ,None,1940,996,TA,13907,63,6,5,996,1940,108000,0,0,0,0,1,1
1163,4,Mn,Unf,Fin,1955,1674,TA,21780,66,7,6,1163,1918,185000,1,0,1,1,0,1
1166,4,No,GLQ,RFn,1992,2295,Gd,13346,60,5,7,1095,1992,268000,1,0,1,1,1,1
841,4,No,Unf,Unf,1920,1647,Fa,6858,66,4,6,806,1915,128000,1,0,1,1,0,1
1134,4,No,Unf,Fin,2005,2504,Ex,11198,77,5,9,1122,2005,325000,1,1,1,1,0,1
1535,3,No,GLQ,RFn,2004,1535,Gd,10171,70,5,7,1517,2004,214000,0,1,0,1,1,0
1496,1,Gd,GLQ,Fin,1983,2132,Gd,12327,79,8,8,1496,1983,316600,1,0,1,1,1,1
943,2,Gd,GLQ,Unf,1979,943,TA,7032,100,5,5,943,1979,135960,0,0,0,1,1,0
1728,6,No,LwQ,Unf,1987,1728,TA,13101,74,5,5,1728,1965,142600,0,1,0,1,1,0
864,2,No,Unf,Unf,1959,864,Gd,7332,60,6,6,864,1959,120000,0,1,0,1,1,0
846,3,Av,Unf,RFn,2009,1692,Gd,13159,83,5,7,846,2009,224500,1,0,1,1,0,0
774,3,No,Unf,RFn,2000,1430,TA,9967,76,5,7,384,2000,170000,1,0,0,1,0,0
576,3,Av,ALQ,Unf,1971,1109,TA,10500,70,7,5,372,1971,139000,1,1,0,1,1,1
832,2,No,Rec,Unf,1947,1216,TA,8480,80,5,5,832,1947,118500,1,0,0,1,1,1
877,3,No,Unf,Unf,1928,1477,TA,6292,52,7,7,861,1928,145000,1,0,1,1,0,1
1320,3,Av,LwQ,Unf,1966,1320,TA,11777,96,6,5,1164,1966,164500,0,1,1,1,1,0
703,2,No,Unf,Unf,2007,1392,Gd,3604,34,5,7,689,2007,146000,1,0,1,1,0,0
1050,4,No,Unf,Unf,1954,1795,TA,12150,81,5,5,1050,1954,131500,1,1,0,1,0,0
1429,3,No,BLQ,Unf,1960,1429,Gd,14585,80,6,6,1144,1960,181900,0,1,1,1,1,1
2042,3,No,GLQ,RFn,2009,2042,Ex,12704,98,5,8,2042,2008,253293,0,1,1,1,0,1
816,3,Av,GLQ,None,1990,816,TA,11841,81,5,6,816,1990,118500,0,1,1,0,1,0
1521,3,No,Unf,Unf,1988,2775,Gd,13500,75,9,10,1237,1893,325000,0,0,1,1,0,1
989,3,No,BLQ,Unf,1935,1573,Gd,6120,51,7,4,884,1935,133000,1,0,0,1,0,1
2028,2,Gd,GLQ,RFn,2005,2028,Gd,11443,88,5,8,1868,2005,369900,0,1,1,1,1,1
838,2,Mn,Rec,Fin,1961,838,Fa,10267,55,7,6,816,1918,130000,0,0,0,1,1,1
860,2,Av,ALQ,Unf,1996,860,TA,8740,74,6,5,840,1982,137000,0,0,0,1,1,0
1473,1,Gd,GLQ,Unf,1968,1473,Ex,25095,65,8,5,1437,1968,143000,0,0,1,1,1,1
779,2,No,Unf,Unf,1988,935,TA,9100,50,6,5,742,1930,79500,0,0,0,1,0,1
770,3,No,GLQ,RFn,2004,1582,Gd,8320,64,5,7,770,2004,185900,1,0,1,1,1,0
1728,3,Gd,GLQ,RFn,2008,2296,Ex,13478,97,5,10,1722,2008,451950,1,1,1,1,1,0
816,2,No,LwQ,Fin,1985,816,TA,6600,60,8,5,816,1982,138000,0,0,0,1,1,1
848,1,Av,GLQ,RFn,2003,848,Gd,4435,80,5,6,848,2003,140000,0,1,0,1,1,0
924,3,No,Unf,Unf,1981,924,TA,7990,88,6,5,924,1975,110000,0,0,0,1,0,0
1826,3,Gd,GLQ,RFn,2005,1826,Gd,11302,69,5,8,1814,2005,319000,0,1,1,1,1,1
684,3,No,Unf,Unf,1930,1368,TA,3600,60,7,6,684,1910,114504,1,0,1,1,0,1
1402,2,Av,Unf,Fin,2006,1402,Gd,3922,53,5,7,1258,2006,194201,0,1,1,1,0,1
1647,3,Mn,ALQ,Fin,1977,1647,Gd,12984,80,6,5,1430,1977,217500,0,1,0,1,1,0
716,3,No,Unf,Fin,1980,1556,TA,1950,24,6,6,716,1980,151000,1,0,0,1,1,0
1058,3,Av,GLQ,Fin,2003,1904,Ex,10927,74,5,8,1058,2005,275000,1,1,1,1,1,0
780,3,No,Unf,Unf,1979,1375,Gd,9000,50,6,6,780,1937,141000,1,0,1,1,0,1
927,3,Mn,GLQ,Fin,1992,1915,Gd,10041,80,5,8,908,1992,220000,1,0,1,1,1,0
600,2,No,Unf,RFn,2004,1200,Gd,3182,30,5,7,600,2004,151000,1,0,1,1,0,1
1494,3,Mn,GLQ,RFn,2002,1494,Gd,12803,88,5,7,1494,2002,221000,0,1,1,1,1,0
1186,3,No,BLQ,Unf,1965,1986,TA,13600,85,6,7,768,1965,205000,1,1,1,1,1,1
1040,3,No,GLQ,RFn,2000,1040,Gd,12464,82,5,5,1040,1996,152000,0,0,0,1,1,0
1112,3,No,GLQ,Unf,1948,2008,Ex,7800,78,8,5,896,1948,225000,1,0,0,1,1,1
1940,4,Mn,BLQ,Unf,1934,3194,TA,12168,78,6,8,965,1934,359100,1,0,0,1,1,1
1029,3,Mn,Rec,Unf,1961,1029,TA,7943,61,5,4,1029,1961,118500,0,1,0,1,1,0
1476,3,Mn,GLQ,Fin,2000,2153,Ex,11050,43,5,9,1440,2000,313000,1,1,1,1,1,0
1032,3,Av,ALQ,Unf,1978,1032,TA,10395,72,6,6,1032,1978,148000,0,1,0,1,1,0
1299,3,Av,GLQ,RFn,2001,1872,Ex,11885,55,5,8,1299,2001,261500,1,1,1,1,1,0
1120,4,No,ALQ,None,2007,1120,TA,8402,70,5,5,1120,2007,147000,0,0,1,0,1,0
630,1,Av,LwQ,None,1972,630,TA,1491,21,6,4,630,1972,75500,0,0,1,0,1,0
1054,3,Gd,GLQ,RFn,1963,1054,Gd,8800,80,7,6,936,1963,137500,0,1,0,1,1,0
807,3,No,GLQ,Fin,2002,1509,Gd,7861,70,5,6,783,2002,183200,1,0,1,1,1,1
832,2,No,Unf,Unf,1962,832,Gd,7227,59,6,6,832,1954,105500,0,0,0,1,0,0
1828,3,Av,GLQ,Unf,2007,1828,Gd,11694,90,5,9,1822,2007,314813,0,1,1,1,1,0
1482,4,Gd,GLQ,Fin,2003,2262,Gd,12244,85,5,8,1482,2003,305000,1,1,0,1,1,0
864,2,No,BLQ,None,1914,864,TA,8248,45,3,3,864,1914,67000,0,0,0,0,1,1
1548,4,No,ALQ,RFn,1974,2614,TA,10800,90,7,6,1522,1974,240000,1,0,1,1,1,1
980,3,No,BLQ,Unf,1986,980,TA,7064,71,6,5,980,1977,135000,0,1,0,1,1,0
756,2,No,GLQ,Unf,2000,1512,Gd,2117,65,5,6,756,2000,168500,1,1,1,1,1,0
1012,4,No,Rec,RFn,1972,1790,TA,10400,80,5,6,732,1972,165150,1,1,0,1,1,0
1116,3,No,Unf,Unf,1962,1116,TA,10000,87,6,6,1116,1962,160000,0,1,0,1,0,0
1422,3,No,Unf,RFn,1960,1422,TA,12342,85,5,5,978,1960,139900,0,0,0,1,0,1
1520,3,Av,BLQ,RFn,1955,1520,TA,9600,80,6,6,1156,1955,153000,0,1,0,1,1,1
1040,5,Av,Rec,Unf,1969,2080,Fa,11606,70,5,5,1040,1969,135000,1,1,0,1,1,0
1350,3,Gd,GLQ,RFn,1964,1350,TA,9020,82,5,6,1248,1964,168500,0,1,0,1,1,0
1089,3,No,Unf,Unf,1937,1750,Ex,9000,50,6,5,636,1880,124000,1,0,0,1,0,1
1554,2,Mn,GLQ,RFn,2006,1554,Gd,4590,34,5,8,1554,2006,209500,0,1,1,1,1,0
1411,3,No,ALQ,Fin,1977,1411,TA,11900,85,5,7,1386,1977,82500,0,1,0,1,1,0
1056,3,No,BLQ,Unf,1954,1056,TA,9250,80,7,5,1056,1954,139400,0,0,0,1,1,1
1056,0,No,GLQ,Unf,1980,1056,TA,6979,64,5,6,1056,1980,144000,0,0,1,1,1,0
1440,8,No,LwQ,None,1914,3395,Fa,10896,60,7,6,1440,1914,200000,1,0,1,0,1,1
800,1,No,Unf,None,1936,800,Fa,6120,51,3,2,264,1936,60000,0,0,0,0,0,1
811,3,No,Unf,Unf,1954,1387,Gd,6000,50,4,5,811,1954,93000,1,0,0,1,0,0
796,2,No,Unf,None,1910,796,TA,8777,67,7,5,796,1910,85000,0,0,0,0,0,1
1567,1,Av,GLQ,Fin,2006,1567,Ex,3982,53,5,8,1520,2006,264561,0,0,0,1,1,0
1518,1,Gd,GLQ,RFn,2003,1518,Ex,12677,62,5,8,1518,2003,274000,0,1,1,1,1,1
1057,3,No,Unf,Fin,2001,1929,Gd,7050,60,5,7,1057,2001,226000,1,0,1,1,1,0
2000,4,Gd,Unf,Fin,1972,2704,Ex,13860,75,7,8,1952,1972,345000,1,0,1,1,1,1
780,4,No,Rec,Fin,1969,1620,TA,10793,80,5,5,780,1969,152000,1,1,0,1,1,0
1766,3,Mn,GLQ,Fin,2009,1766,Ex,9187,85,5,9,1766,2009,370878,0,1,1,1,1,0
981,3,No,ALQ,Unf,1979,981,TA,10530,77,5,6,981,1971,143250,0,0,1,1,1,0
1048,3,None,None,Unf,1950,1048,TA,7200,60,5,5,0,1950,98300,0,0,1,1,1,0
1094,3,Mn,Rec,RFn,1953,1094,TA,10452,85,5,6,1094,1953,155000,0,1,0,1,1,0
1051,4,No,Unf,Unf,1966,1839,TA,7700,70,5,6,756,1966,155000,1,1,1,1,0,0
630,1,Av,BLQ,Unf,1970,630,TA,1936,21,6,4,630,1970,84500,0,0,0,0,1,0
822,3,No,Unf,RFn,2007,1665,Gd,8125,65,6,7,813,2007,205950,1,0,0,1,0,0
755,4,Mn,Unf,RFn,1940,1510,TA,9084,60,5,4,755,1940,108000,1,0,0,1,0,1
909,2,No,Unf,RFn,1996,1716,Gd,8750,70,5,7,880,1996,191000,1,0,1,1,0,0
756,3,No,LwQ,Unf,1906,1469,TA,10320,60,7,6,756,1906,135000,1,0,0,1,0,1
2113,2,Gd,GLQ,Fin,1995,2113,Gd,10437,91,6,8,2109,1995,350000,0,1,1,1,1,0
525,3,No,Unf,Unf,1971,1092,TA,1680,21,5,6,525,1971,88000,0,1,0,1,0,0
1053,3,No,ALQ,RFn,1959,1053,Gd,10007,72,7,5,1053,1959,145500,0,1,0,1,1,1
851,3,No,Unf,RFn,1931,1502,TA,7200,60,6,7,776,1931,149000,1,0,0,1,0,1
912,3,No,Unf,Unf,1948,1458,TA,17503,78,5,6,912,1948,97500,1,0,0,1,0,1
1486,3,No,BLQ,Fin,1968,1486,TA,9937,75,7,5,1486,1964,167000,0,0,0,1,1,1
1142,3,No,Unf,RFn,1976,1935,TA,12384,93,7,7,793,1976,197900,1,1,1,1,0,0
1686,4,No,GLQ,RFn,1994,2448,Gd,46589,52,7,8,1629,1994,402000,1,1,1,1,1,1
1392,2,No,Unf,RFn,1968,1392,TA,13560,120,3,6,1392,1968,110000,0,1,0,1,0,0
1181,3,Av,BLQ,RFn,1974,1181,TA,10012,90,5,4,1138,1972,137500,0,0,0,1,1,0
2097,1,Mn,GLQ,Fin,2005,2097,Ex,20896,49,5,8,2077,2005,423000,0,0,1,1,1,1
1454,3,No,Unf,RFn,2000,1936,Gd,11194,106,5,8,1406,2000,230500,1,1,1,1,0,0
1465,3,No,LwQ,Unf,1965,2380,TA,18450,60,5,6,1021,1965,129000,1,1,1,1,1,1
1679,3,No,GLQ,RFn,1994,1679,Gd,8125,65,5,6,1408,1994,193500,0,1,1,1,1,1
1437,3,No,Rec,Unf,1999,1437,TA,14175,60,6,5,1188,1956,168000,0,0,0,1,1,1
1180,2,No,Unf,Unf,1922,1180,Fa,11600,80,5,4,700,1922,137500,0,0,0,1,0,1
738,3,No,GLQ,Fin,2005,1476,Gd,8633,64,5,6,738,2005,173500,0,0,1,1,1,0
697,3,No,BLQ,Unf,1930,1369,TA,6629,54,6,6,672,1925,103600,1,0,0,1,1,1
1208,3,No,ALQ,RFn,1977,1208,TA,11250,79,6,6,1208,1977,165000,0,0,1,1,1,0
1839,3,No,GLQ,Fin,1957,1839,Gd,14442,110,7,6,1477,1957,257500,0,1,1,1,1,1
1136,3,No,Rec,Unf,1965,1136,TA,9200,80,6,6,1136,1965,140000,0,0,0,1,1,0
855,3,No,ALQ,Unf,1978,1441,TA,2289,24,6,6,855,1978,148500,1,0,0,1,1,0
1095,4,No,Unf,Unf,1920,1774,TA,9600,60,2,4,1095,1900,87000,1,0,0,1,0,1
792,2,No,Unf,Unf,1924,792,Gd,9022,52,8,5,768,1924,109500,0,0,0,1,0,1
2046,3,Mn,Unf,Fin,2008,2046,Gd,11844,80,5,8,2046,2008,372500,0,1,1,1,0,0
988,3,No,Rec,Unf,1963,988,TA,9945,60,5,5,988,1961,128500,0,1,0,1,1,0
923,2,No,BLQ,RFn,1980,923,TA,8012,50,5,6,923,1980,143000,0,0,0,1,1,0
848,3,No,Rec,Unf,1968,1520,TA,4500,55,5,5,793,1932,159434,1,0,0,1,1,1
1291,2,Mn,GLQ,Unf,1996,1291,Gd,2887,83,5,6,1291,1996,173000,0,0,0,1,1,1
1668,3,Av,GLQ,RFn,2002,1668,Gd,11248,90,5,9,1626,2002,285000,0,1,1,1,1,0
1195,4,No,Unf,Fin,1998,1839,TA,16770,58,5,7,1195,1998,221000,1,1,1,1,0,0
1190,3,Mn,GLQ,Fin,1984,2090,Gd,5062,68,5,7,1190,1984,207500,1,0,0,1,1,0
874,3,No,Unf,Fin,2007,1761,Gd,10207,84,6,7,874,2007,227875,1,0,1,1,0,0
551,2,No,GLQ,Unf,2004,1102,Gd,5105,60,5,7,551,2004,148800,1,0,1,1,1,0
1419,2,Av,BLQ,RFn,2007,1419,Gd,8089,60,6,8,1419,2007,392000,0,0,0,1,1,0
1362,2,Av,ALQ,RFn,2005,1362,Gd,7577,61,5,6,1362,2005,194700,0,1,1,1,1,1
848,1,Gd,GLQ,RFn,2004,848,Gd,4426,75,5,6,848,2004,141000,0,1,0,1,1,0
2444,4,Gd,GLQ,Fin,1994,4316,Ex,21535,104,6,10,2444,1994,755000,1,1,1,1,1,1
1238,4,Gd,GLQ,RFn,1989,2519,Gd,26178,42,5,7,1210,1989,335000,1,1,1,1,1,1
1073,2,No,Unf,Unf,1968,1073,TA,5400,60,6,5,1073,1921,108480,0,0,0,1,0,1
1067,4,No,Unf,Unf,1995,1539,TA,6120,51,6,5,927,1936,141500,1,0,0,1,0,1
1137,2,No,GLQ,Unf,1987,1137,Gd,13811,54,6,6,1112,1987,176000,0,1,0,1,1,0
616,2,No,LwQ,Unf,1921,616,TA,6000,50,7,5,616,1921,89000,0,0,0,1,1,1
1148,2,Mn,LwQ,Unf,1952,1148,TA,6420,57,7,5,980,1952,123500,0,0,0,1,1,0
894,3,No,GLQ,Unf,1973,894,TA,8450,65,8,5,894,1965,138500,0,0,1,1,1,1
1391,2,Mn,Unf,RFn,2004,1391,Gd,4282,59,5,7,1391,2004,196000,0,0,1,1,1,0
1800,3,Gd,GLQ,Fin,2002,1800,Gd,14331,85,5,8,1800,2002,312500,0,1,1,1,1,0
1164,3,No,Unf,Unf,1969,1164,TA,9600,80,5,7,1164,1969,140000,0,1,0,1,0,0
1264,4,No,Unf,Fin,2006,2576,Ex,12438,82,5,8,1234,2006,361919,1,1,1,1,0,0
1032,4,No,Unf,Unf,1999,1812,Gd,7630,76,9,5,360,1900,140000,0,0,0,1,0,1
1484,3,Av,GLQ,RFn,2004,1484,Gd,8400,70,5,7,1473,2004,213000,0,1,1,1,1,1
372,3,None,None,None,1930,1092,Fa,5600,70,5,4,0,1930,55000,1,0,0,0,1,1
1824,2,Gd,GLQ,Unf,1971,1824,Gd,115149,94,5,7,1643,1971,302000,0,1,1,1,1,1
1324,2,No,GLQ,Fin,2006,1324,Gd,6240,48,5,8,1324,2006,254000,0,1,1,1,1,0
728,3,Av,Unf,Fin,2007,1456,Gd,9018,65,5,7,728,2007,179540,1,0,1,1,0,0
904,3,No,Unf,Unf,1966,904,TA,7162,65,7,5,876,1966,109900,0,1,0,1,0,0
729,2,No,Unf,Unf,1935,729,TA,4130,56,6,3,270,1935,52000,0,0,0,0,0,1
859,2,Mn,Unf,RFn,1964,1178,TA,8712,66,7,4,859,1900,102776,1,0,0,1,0,1
1228,2,Mn,GLQ,Fin,1988,1228,Gd,4671,40,5,8,1228,1988,189000,0,0,1,1,1,1
960,3,Av,ALQ,Unf,1970,960,TA,9873,60,5,4,960,1970,129000,0,1,1,1,1,0
725,3,No,GLQ,RFn,1976,1479,Gd,13517,69,8,6,725,1976,130500,1,1,1,1,1,1
1350,3,No,Unf,RFn,1974,1350,TA,10140,78,5,6,1064,1974,165000,0,1,0,1,0,0
1576,3,No,Rec,Unf,1996,2554,TA,10800,60,8,7,718,1890,159500,1,0,1,1,0,1
1178,3,No,BLQ,Unf,1973,1178,Gd,10000,80,6,5,1176,1973,157000,0,0,0,1,1,1
1325,3,Gd,GLQ,RFn,1993,2418,Gd,10542,96,5,7,1311,1993,341000,1,1,1,1,1,1
971,3,Gd,Unf,Unf,1969,971,TA,9920,69,6,5,971,1969,128500,0,0,0,1,1,0
1742,2,Gd,GLQ,RFn,1985,1742,Gd,6563,70,5,8,1742,1985,275000,0,0,1,1,1,0
848,1,Av,GLQ,RFn,2004,848,Gd,4426,60,5,6,848,2004,143000,0,1,0,1,1,0
864,3,No,ALQ,Unf,1994,864,TA,8120,70,7,4,864,1970,124500,0,0,0,1,1,0
997,4,No,Unf,Unf,1958,1470,TA,8172,60,6,4,941,1954,135000,0,0,0,1,0,1
1698,3,No,GLQ,RFn,2007,1698,Ex,13286,86,5,9,1698,2007,320000,0,1,1,1,1,1
864,3,No,BLQ,Unf,1989,864,Gd,6960,60,6,4,864,1970,120500,0,0,0,1,1,0
1680,3,No,GLQ,Fin,1988,1680,Gd,21695,60,9,6,880,1988,222000,0,1,1,1,1,1
1232,2,Av,GLQ,RFn,2007,1232,Gd,7314,64,5,7,1232,2007,194500,0,1,0,1,1,0
1776,4,No,Unf,Unf,1968,1776,TA,11475,85,5,5,1584,1958,110000,0,1,1,1,0,0
848,2,No,BLQ,Unf,1962,1208,TA,6240,52,5,4,780,1925,103000,0,0,1,1,1,1
1616,2,No,GLQ,RFn,1995,1616,Gd,5389,39,5,8,1595,1995,236500,0,0,1,1,1,1
1146,3,Av,GLQ,RFn,2003,1146,Gd,9590,73,5,7,868,2003,187500,0,1,1,1,1,0
1153,3,Av,ALQ,Fin,1998,2031,Gd,11404,75,5,7,1153,1998,222500,1,1,1,1,1,1
1144,3,No,BLQ,RFn,1961,1144,TA,10000,80,6,5,864,1961,131400,0,0,0,1,1,1
948,3,No,Unf,Unf,1968,948,TA,8978,51,5,5,948,1968,108000,0,0,0,1,0,0
880,2,Mn,GLQ,Unf,1914,1768,TA,10800,60,7,7,880,1914,163000,1,0,1,1,1,1
1040,2,None,GLQ,Unf,1949,1040,TA,8544,60,4,3,0,1950,93500,0,0,0,1,0,0
901,3,No,Unf,RFn,2005,1801,Gd,10463,72,5,8,893,2005,239900,1,0,1,1,0,0
1200,3,Gd,GLQ,None,1987,1200,TA,10800,60,5,5,1200,1987,179000,0,0,0,0,1,1
864,1,No,Unf,RFn,2004,1728,Gd,9313,65,5,7,864,2004,190000,1,0,1,1,0,0
768,2,No,Unf,Unf,1910,1432,TA,9600,60,7,5,264,1910,132000,1,0,0,1,0,1
912,3,Mn,GLQ,Unf,1962,912,Gd,6768,65,8,6,912,1961,142000,0,0,0,1,1,1
1349,3,No,GLQ,Unf,2000,1349,TA,8450,65,5,7,1349,2000,179000,0,1,1,1,0,1
1464,3,Av,ALQ,RFn,1997,1464,TA,12886,70,6,5,520,1963,175000,0,0,0,1,1,1
1337,2,No,GLQ,RFn,1993,1337,Gd,5395,41,5,8,1337,1993,180000,0,0,0,1,1,0
1175,4,No,GLQ,Fin,1994,2715,Gd,8963,60,9,8,1142,1976,299800,1,1,1,1,1,1
980,4,No,GLQ,Fin,2000,2256,Gd,8795,57,5,7,952,2000,236000,1,0,1,1,1,0
1320,4,No,Unf,Unf,1950,2640,Gd,11700,65,7,7,1240,1880,265979,1,0,0,1,0,1
1720,3,No,GLQ,Fin,1996,1720,Gd,10593,59,5,7,1720,1996,260400,0,1,1,1,1,0
1088,4,None,None,Unf,1945,1529,TA,8405,50,3,4,0,1945,98000,1,0,0,1,0,1
792,3,No,Unf,None,1910,1140,TA,8800,55,7,4,576,1910,96500,1,0,1,0,0,1
660,3,No,Unf,Fin,2003,1320,Gd,7750,50,5,7,660,2003,162000,1,0,1,1,0,0
1494,3,Gd,GLQ,RFn,1997,1494,Gd,9236,79,5,6,1479,1997,217000,0,0,1,1,1,0
1038,3,Mn,Unf,RFn,2005,2098,Ex,10240,80,5,8,1030,2005,275500,1,1,1,1,0,0
1026,3,No,GLQ,RFn,1969,1026,Gd,7930,61,8,6,1026,1969,156000,0,0,1,1,1,1
742,3,No,GLQ,Unf,1999,1471,TA,3230,34,5,6,729,1999,172500,1,1,1,1,1,0
866,3,Av,GLQ,RFn,2007,1768,Gd,10769,68,5,8,866,2007,212000,1,0,1,1,1,0
672,3,Mn,Rec,Fin,1978,1386,TA,11616,108,5,6,672,1978,158900,1,1,0,1,1,0
757,3,No,ALQ,Unf,1999,1501,TA,2280,24,5,7,744,1999,179400,0,1,0,1,1,0
1328,4,Av,LwQ,RFn,1995,2531,Gd,12257,65,5,8,1318,1995,290000,1,1,1,1,1,0
