1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1039,1215,3,2,841,4,198,504,1,1965,1039,2,11625,75,120,70,4,5,1039,1965,1965,131500
1204,793,2,1,866,6,338,412,2,1998,1204,2,4500,32,320,247,5,6,1204,1998,1998,162000
1117,795,3,3,422,5,480,672,1,1976,1117,2,7819,94,204,285,5,6,1029,1976,1976,107000
2196,600,2,2,485,5,1496,701,2,1990,2196,3,14684,90,234,70,7,7,2158,1990,1991,271900
985,600,3,3,595,6,390,328,1,1977,985,2,8385,65,220,45,8,5,985,1977,1977,149900
1629,504,3,1,1124,6,1603,880,3,2003,1629,3,10655,85,296,88,5,8,3206,2003,2004,284000
877,600,3,1,986,1,861,216,1,1928,1477,2,6292,52,132,50,7,7,861,1928,1987,145000
980,933,3,1,560,4,420,484,1,1986,980,2,7064,71,153,18,6,5,980,1977,1977,135000
1166,1129,4,1,728,6,367,590,2,1992,2295,3,13346,80,172,40,5,7,1095,1992,2000,268000
900,602,3,1,660,1,602,180,1,1923,1502,3,10592,55,748,122,7,6,602,1923,1996,165000
1575,626,4,3,429,1,697,432,1,1966,2201,3,19690,72,660,236,7,6,697,1966,1966,274970
1050,1028,3,1,789,6,245,836,3,2008,2078,4,10800,85,100,102,5,8,1034,2007,2008,339750
800,689,1,1,504,1,264,660,0,1936,800,1,6120,51,63,110,3,2,264,1936,1992,60000
1578,636,3,1,750,1,1573,840,2,2008,1578,4,9262,78,194,36,5,8,1573,2008,2009,287090
1932,432,2,3,1336,6,596,774,3,2008,1932,4,12444,96,426,66,5,8,1932,2008,2008,394617
1507,728,4,1,666,5,409,404,1,1960,1507,2,7910,70,921,24,5,5,1075,1960,1960,127000
900,940,3,1,450,4,432,280,1,1970,900,2,9819,75,31,30,5,5,882,1967,1967,122000
1718,1040,3,4,1172,6,528,786,3,2008,1718,4,12456,96,230,48,5,10,1700,2006,2007,337500
1089,661,3,1,560,1,636,240,1,1937,1750,4,9000,50,180,36,6,5,636,1880,1991,124000
1383,1015,3,1,719,5,660,834,3,1996,2398,3,11787,95,594,60,5,7,1379,1996,1997,315750
774,1194,4,1,763,3,774,680,3,2009,1968,4,12003,92,84,75,5,8,774,2009,2010,269500
1536,975,3,3,810,6,726,532,2,2002,1536,3,9135,70,113,74,5,7,1536,2002,2003,214000
864,1304,2,1,203,3,661,200,1,1938,864,2,8212,45,76,243,3,3,864,1914,1969,58500
3228,640,1,1,1231,6,1969,546,3,1992,3228,3,12692,82,236,75,5,8,3200,1992,1993,430000
1518,631,1,1,1351,6,83,670,2,2003,2149,3,12822,48,236,43,5,7,1434,2003,2003,239686
1320,1320,4,1,150,1,1240,864,1,1950,2640,3,11700,65,268,28,7,7,1240,1880,2003,265979
1682,883,3,1,932,1,1304,530,1,1970,1682,2,10400,80,288,260,6,7,1304,1970,1970,174000
1038,1060,3,2,1334,1,1030,878,2,2005,2098,4,10240,80,178,52,5,8,1030,2005,2005,275500
864,684,3,1,553,3,710,360,1,1965,864,2,8281,60,212,64,5,5,864,1965,1965,62383
1168,800,2,3,562,1,29,530,2,1969,1968,2,11075,53,232,189,4,5,784,1969,1969,172000
1097,456,3,1,338,6,702,480,1,1986,1097,2,9672,81,100,25,5,6,1040,1984,1985,152000
684,512,3,2,266,1,684,528,1,2005,1196,3,12354,67,30,46,8,6,684,1920,2000,110000
1252,668,4,1,57,5,554,451,1,1958,1920,3,13650,55,296,105,5,5,1052,1958,1958,172500
1728,1538,6,1,231,2,1497,576,1,1987,1728,2,13101,74,108,57,5,5,1728,1965,1965,142600
1128,903,3,1,804,6,324,577,3,2002,2031,3,9473,75,576,211,5,8,1128,2002,2002,237000
1196,622,2,1,616,2,580,297,2,1956,1196,2,9000,72,74,44,5,6,1196,1956,1956,139000
803,826,2,3,116,4,604,360,1,1941,803,2,5000,50,428,44,6,5,720,1941,2006,87000
780,840,4,1,493,3,1074,462,3,1969,1620,2,10793,80,263,116,5,5,780,1969,1969,152000
2097,1203,1,2,1721,2,356,1134,3,2005,2097,4,20896,49,1600,267,5,8,2077,2005,2006,423000
1869,768,2,1,625,1,1869,617,2,2007,1869,4,7820,68,362,54,5,9,1869,2007,2007,318061
956,930,3,1,231,1,930,431,3,1998,1886,3,11214,60,97,44,5,7,930,1998,1999,199900
480,456,3,3,50,4,430,308,1,1958,480,2,9000,50,328,42,3,2,480,1949,1976,35311
1296,871,2,0,1636,0,80,516,1,1967,1296,2,10791,72,76,124,5,4,896,1967,1967,90000
816,871,2,2,690,5,126,288,1,1958,816,2,8877,67,72,150,6,4,816,1938,1958,100000
1601,1103,3,1,704,5,567,478,2,1978,1601,2,11880,82,206,28,5,7,1271,1978,1978,157000
962,830,3,1,822,1,936,451,3,2000,1792,2,10261,93,318,33,5,6,936,2000,2000,186500
1352,1168,5,1,1012,6,326,796,2,1993,2520,3,14541,50,170,55,7,8,1338,1993,1993,310000
1144,739,3,3,748,6,102,796,2,1959,1144,2,8163,70,128,42,6,5,1144,1959,1959,143000
990,1611,4,1,377,1,612,621,2,1998,2601,2,9842,51,68,41,6,5,612,1921,1998,189000
972,605,3,1,41,1,972,312,1,1939,1577,1,6435,65,209,26,5,6,972,1939,1995,140200
970,332,2,1,630,6,340,624,1,1996,970,2,8480,80,294,24,6,5,970,1963,1963,132500
2036,408,3,4,1236,5,80,513,2,1965,2036,2,215245,150,88,18,5,7,2136,1965,1965,375000
1026,764,3,1,439,6,115,440,2,1969,1026,3,7930,61,45,48,8,6,1026,1969,2005,156000
698,880,2,1,1059,1,698,460,0,1947,698,2,9405,50,412,200,9,5,698,1947,2008,118000
1533,702,2,4,655,5,878,576,1,1975,1533,3,70761,62,128,54,5,7,1533,1975,1975,280000
854,686,2,1,360,3,360,660,1,1991,1382,2,12358,71,280,112,6,5,720,1941,1966,128500
1391,612,2,2,16,3,1375,530,3,2004,1391,3,4282,59,320,158,5,7,1391,2004,2004,196000
1078,862,2,2,49,5,254,240,1,1950,1078,3,9717,68,621,234,6,5,1078,1950,1996,142125
1296,985,2,1,1005,6,262,471,3,2001,1296,3,6853,70,136,25,5,8,1267,2001,2002,220000
1442,834,4,1,608,3,834,301,2,1958,1442,2,9750,75,243,110,6,6,1442,1958,1958,157900
1024,940,4,3,720,1,940,484,0,1911,1964,2,8525,55,192,192,6,5,940,1911,2002,130000
1502,1174,3,1,565,1,1502,644,2,2009,1502,3,9541,79,268,114,5,7,1502,2009,2009,233170
1392,587,3,1,1040,3,352,458,2,1957,1392,2,11900,80,387,26,5,6,1392,1957,1957,166000
1768,896,4,1,1088,1,1768,240,0,1968,1768,2,10778,72,300,20,5,4,1768,1968,1968,136500
1582,707,4,3,812,3,812,390,1,1964,1582,2,36500,33,621,198,5,5,1624,1964,1964,190000
958,439,2,2,498,4,460,301,2,1960,958,2,12772,55,160,170,8,6,958,1960,1998,151500
894,846,2,3,777,3,117,600,2,1985,894,2,7200,60,180,45,5,5,894,1972,1972,123000
1224,764,2,1,883,6,341,402,3,1999,1224,2,4500,60,425,304,5,6,1224,1999,1999,165000
1742,590,3,3,1280,6,402,846,3,2008,2332,4,12474,96,272,134,5,10,1682,2007,2008,426000
1269,586,2,1,24,6,1232,430,3,2004,1269,3,3182,43,16,20,5,8,1256,2004,2005,192000
1776,878,3,4,80,6,1652,712,3,2006,1776,3,15306,93,100,120,5,8,1732,2006,2007,283463
728,728,3,1,620,1,728,390,3,2005,1456,3,8461,65,30,24,5,6,728,2005,2006,163990
1194,1426,3,2,655,5,108,539,3,1954,1194,2,8910,79,664,131,6,6,655,1959,1959,159500
1008,672,2,1,643,4,365,240,1,1953,1008,3,8923,66,92,18,7,5,1008,1953,2006,134500
1555,582,2,3,16,6,1357,430,3,2005,1555,3,3182,43,16,20,5,7,1373,2005,2006,192500
892,892,4,2,680,1,747,180,1,1914,1784,2,13132,96,126,40,5,5,747,1914,1981,138887
1108,860,3,1,352,1,637,280,1,1930,1108,3,7449,57,178,48,7,7,637,1930,1993,139400
754,640,3,1,956,6,384,400,3,2007,1394,3,9735,73,268,50,5,5,384,2006,2007,167500
980,734,2,1,394,1,586,496,1,1988,1714,2,10421,80,42,66,5,7,980,1988,1988,196500
882,1032,3,0,750,0,36,294,2,1959,882,2,8339,81,75,151,7,5,1225,1959,1959,106500
1306,902,3,1,24,1,728,240,0,1940,1306,1,5350,55,360,168,2,3,728,1940,1966,76500
626,591,3,1,812,5,626,288,2,1980,1217,2,10762,75,1129,28,6,6,626,1980,1980,120000
990,1070,3,1,495,6,495,299,1,1996,990,2,8775,65,168,64,5,5,990,1994,1994,126000
1132,1320,4,3,381,1,1117,691,2,2004,2452,3,13418,108,132,32,5,8,1117,2004,2005,309000
848,765,1,3,685,6,163,420,3,2003,848,3,4435,99,170,121,5,6,848,2003,2003,140000
697,672,3,1,551,4,121,300,1,1930,1369,2,6629,54,178,130,6,6,672,1925,2005,103600
1218,670,2,1,27,6,1191,676,3,2009,1218,3,7862,75,158,102,5,6,1218,2009,2009,208300
1423,748,3,1,56,1,588,672,3,1993,2555,2,11526,79,90,102,7,6,588,1922,1994,191000
1247,702,1,1,1039,6,208,550,3,2005,1247,3,3316,37,128,84,5,8,1247,2005,2005,197000
1542,1330,4,1,896,5,434,619,3,1977,2872,2,12227,75,424,282,7,6,1330,1977,1995,272000
1652,1362,2,4,1480,6,120,482,1,2008,1652,3,5587,64,186,53,5,8,1600,2008,2008,392500
1844,576,3,1,705,4,1139,546,2,1977,1844,2,11751,105,480,122,6,6,1844,1977,1977,190000
1113,858,3,2,341,6,772,689,2,2005,1971,3,9675,75,94,48,5,7,1113,2005,2005,253000
1007,793,3,1,482,1,982,463,3,2000,1800,2,8123,60,16,63,5,6,982,2000,2000,179000
1062,887,3,1,750,6,300,574,3,1993,1949,3,9938,80,246,90,5,7,1050,1993,1994,236000
630,550,1,3,150,2,108,336,0,1972,630,2,1491,21,1600,24,6,4,630,1972,1972,75500
1494,551,4,2,922,6,572,530,2,2002,1494,3,12803,88,99,36,5,7,1494,2002,2002,221000
600,1037,3,1,326,1,600,240,0,1910,968,2,5925,50,760,12,6,3,600,1910,1964,37900
1274,830,3,1,925,6,349,508,1,2005,1274,3,8814,68,80,98,5,7,1274,2005,2007,203000
1520,985,3,3,674,4,350,364,2,1955,1520,2,9600,80,164,144,6,6,1156,1955,1972,153000
1285,780,3,1,904,1,660,528,2,1977,1285,2,8197,71,148,22,5,6,660,1977,1977,143500
807,702,3,1,608,1,783,393,3,2003,1509,3,7875,63,205,75,5,7,783,2003,2003,180000
1142,793,3,1,899,1,793,550,2,1976,1935,2,12384,67,233,113,7,7,793,1976,1976,197900
816,1157,3,3,816,6,1232,380,0,1990,816,2,11841,81,104,32,5,6,816,1990,1990,118500
1200,796,2,1,833,6,343,555,2,2003,1200,3,10083,67,100,41,5,7,1176,2003,2003,184900
997,857,4,1,375,1,941,548,1,1958,1470,2,8172,60,160,59,6,4,941,1954,1972,135000
1656,880,3,4,639,4,441,528,3,1960,1656,2,31770,141,112,62,5,6,1080,1960,1960,215000
792,441,2,1,405,1,768,240,1,1924,792,3,9022,52,16,54,8,5,768,1924,2006,109500
1694,527,3,1,532,1,1694,818,3,2007,1694,3,12030,93,254,228,5,8,1694,2007,2007,318000
1800,534,3,4,1274,6,526,765,3,2002,1800,3,14331,85,630,78,5,8,1800,2002,2002,312500
1422,915,5,1,738,1,662,560,1,1945,2337,2,13600,85,748,57,5,5,662,1900,2004,90000
1168,678,3,2,196,3,844,315,1,1949,1846,2,10496,78,320,138,6,6,1040,1949,1958,143000
1026,1066,3,4,505,6,740,576,1,1981,1026,2,10970,110,451,98,6,6,940,1978,1978,147000
904,601,3,1,1246,1,876,408,1,1966,904,2,7162,66,41,144,7,5,876,1966,1966,109900
1126,1097,3,1,936,5,190,484,2,1977,1126,2,17400,80,232,41,5,5,1126,1977,1977,160000
1136,1332,4,3,970,6,166,872,1,2004,2468,3,12099,99,388,154,5,8,1136,2004,2004,354000
988,1320,1,4,938,5,732,540,1,1969,988,2,21453,55,268,130,5,6,938,1969,1969,180000
1052,712,3,3,1016,5,36,288,2,1968,1052,2,8400,70,168,24,5,5,1052,1968,1968,138500
572,524,2,1,595,1,572,504,0,1924,1096,2,9600,60,772,8,5,6,572,1924,1965,79000
1141,591,3,1,1810,1,1141,484,1,2005,1141,2,13072,63,541,68,5,6,1141,2005,2005,142500
1012,778,4,1,247,3,485,484,2,1972,1790,2,10400,80,288,20,5,6,732,1972,1972,165150
1004,848,3,2,668,6,336,660,3,1999,1852,3,9066,73,320,106,5,8,1004,1999,2000,230000
520,860,2,3,490,6,30,528,2,1935,754,2,6780,60,350,56,8,6,520,1935,1982,84500
624,720,4,1,203,1,624,513,1,1916,1344,2,4571,34,360,90,5,5,624,1916,2002,98000
2207,915,3,4,912,6,1035,576,2,1970,2207,2,19900,44,287,49,5,7,1947,1970,1989,180000
1307,1051,5,1,309,1,907,360,3,1908,2358,2,45600,75,223,40,8,6,907,1908,1997,240000
1175,1540,4,1,575,6,487,831,3,1994,2715,3,8963,50,289,204,9,8,1142,1976,1996,299800
1364,793,2,3,659,6,705,484,2,2005,1364,3,7052,43,240,36,5,7,1364,2005,2005,185850
1253,220,3,1,841,1,1237,402,3,1995,1253,2,7875,63,38,21,5,7,1237,1995,1996,176000
1328,848,3,1,569,5,678,528,1,1963,1328,2,9790,75,451,26,5,6,1328,1963,1963,143000
1422,672,3,1,641,1,978,286,2,1960,1422,2,12342,74,148,30,5,5,978,1960,1978,139900
1186,800,3,1,454,4,314,486,1,1965,1986,2,13600,85,176,42,6,7,768,1965,1990,205000
952,1157,2,1,600,1,952,192,1,1916,952,1,8854,76,125,98,6,6,952,1916,2007,121000
1660,941,3,2,1220,6,440,500,2,2006,1660,3,10182,85,420,50,5,8,1660,2006,2006,290000
2234,694,1,1,1904,6,312,1166,3,2009,2234,4,17423,63,748,60,5,9,2216,2008,2009,501837
790,511,2,2,384,6,384,160,1,1925,790,2,6292,52,224,141,5,6,768,1930,2003,91000
1340,495,3,3,24,6,1316,396,3,2007,1340,3,8899,73,186,30,5,7,1340,2007,2007,181134
1610,650,3,2,1200,5,410,480,2,1977,1610,3,10603,61,28,68,7,6,1610,1977,2001,205000
1361,1259,4,1,498,6,652,600,2,1977,2620,2,18890,44,1,24,5,5,1361,1977,1977,190000
1248,1440,2,3,16,6,1232,438,3,2005,1248,3,3010,43,16,28,5,7,1248,2005,2006,167240
912,1208,3,2,832,6,80,288,1,1962,912,3,6768,65,300,234,8,6,912,1961,1996,142000
943,682,3,4,828,6,115,472,3,1998,1638,2,9042,59,289,38,5,6,943,1998,1998,192000
1622,574,3,3,1159,4,90,1356,3,1975,1622,2,32463,50,149,59,4,4,1249,1961,1975,168000
1436,884,3,1,774,5,104,180,1,1945,2320,3,7259,61,81,319,8,6,1028,1945,2002,259500
1144,836,3,1,572,3,572,456,1,1961,1144,2,7875,75,136,68,6,5,1144,1961,1961,139950
848,672,3,1,182,3,611,281,1,1968,1520,2,4500,55,182,39,5,5,793,1932,2000,159434
1516,672,3,1,196,3,975,472,2,1964,1516,2,10004,100,180,75,6,6,1516,1964,1964,167000
1498,1414,2,2,1880,1,1498,675,1,2006,1498,3,8990,73,120,33,5,7,1498,2006,2006,204900
804,1157,3,1,690,5,114,560,3,2001,1961,3,12209,71,51,192,5,6,804,2001,2002,215000
728,728,3,1,1014,1,728,440,3,2006,1456,3,11103,85,72,102,5,7,728,2006,2006,155835
1207,1196,2,2,532,1,1032,349,1,1940,2403,2,24090,48,921,54,7,7,1032,1940,1959,244400
1944,866,3,4,1274,4,622,708,3,2003,1944,4,12378,90,252,175,5,9,1896,2003,2004,360000
1368,886,2,1,523,1,1368,474,2,2005,1368,3,6955,48,94,35,5,7,1368,2005,2006,202500
882,908,3,1,633,6,240,588,2,1999,1790,3,9179,68,158,88,5,7,873,1999,1999,193000
1476,1237,3,3,1330,6,122,858,3,2008,2713,4,14948,67,268,66,5,9,1452,2008,2008,446261
720,551,3,1,509,1,720,312,3,1948,1271,2,21286,115,66,90,5,5,720,1948,1977,135000
1872,754,3,3,929,6,916,604,3,1988,1872,2,10400,80,102,39,5,7,1845,1988,1988,241500
1190,900,3,2,828,6,180,577,3,1984,2090,3,5062,89,340,36,5,7,1190,1984,1984,207500
882,914,3,2,706,6,88,546,2,1998,1796,2,9531,70,182,36,5,6,794,1998,1998,211000
1302,767,3,3,428,1,1302,436,3,2007,1302,3,8993,73,270,22,5,7,1302,2007,2007,176485
2524,601,4,1,1104,5,1420,542,3,1981,2524,3,9600,80,456,120,5,8,2524,1981,1981,278000
840,534,2,1,315,5,420,338,3,1967,1374,2,5400,90,506,66,6,4,840,1920,2008,105000
764,862,2,1,567,6,197,474,2,2003,1626,3,2268,36,106,27,5,7,764,2003,2004,173000
735,299,2,1,1124,6,735,240,1,1940,1034,2,10134,60,99,39,6,5,735,1940,2003,109000
1518,573,1,4,1218,6,300,588,2,2003,1518,4,12677,62,472,140,5,8,1518,2003,2004,274000
1226,592,4,1,224,2,816,240,3,1951,1818,2,7758,60,600,75,4,7,1040,1931,2005,169500
1661,783,3,1,642,1,1649,598,2,1998,1661,3,12137,48,442,34,5,7,1649,1998,1998,224900
1096,895,3,2,297,3,105,432,1,1977,1991,2,11275,68,480,84,7,6,854,1932,1996,220000
832,650,3,1,624,5,26,324,1,1930,1482,2,9000,50,80,24,9,7,650,1920,1988,143000
1742,829,2,4,1148,6,594,564,2,1985,1742,3,6563,48,423,28,5,8,1742,1985,1985,275000
686,564,3,1,1410,1,686,280,0,1955,1250,1,8248,45,142,52,7,5,686,1918,2004,116000
816,858,3,1,685,1,816,528,1,1985,1176,2,6240,52,506,96,6,6,816,1934,1998,114500
927,988,3,2,789,6,119,506,3,1992,1915,3,10041,80,95,150,5,8,908,1992,1992,220000
1192,403,2,1,388,2,552,240,1,1940,1595,2,8400,60,579,46,5,6,940,1940,2000,140000
1661,682,3,3,831,4,161,377,2,1955,1661,3,9600,80,576,28,6,6,992,1955,1996,165500
832,1103,3,1,544,6,288,552,3,2009,1935,2,8004,75,110,150,5,8,832,2009,2009,263435
1795,936,3,1,442,1,1777,534,2,2002,1795,3,9742,75,281,159,5,8,1777,2002,2002,230000
847,1081,4,1,1110,5,847,434,3,2003,1928,3,8200,65,167,48,5,7,847,2003,2004,219500
1159,941,3,1,673,4,378,336,1,1968,1159,2,11553,37,188,110,5,5,1051,1968,1968,158000
855,601,3,1,311,6,544,440,1,1978,1456,2,2280,24,338,133,5,6,855,1978,1978,146000
1137,817,3,1,341,4,457,431,1,1939,1954,3,15660,70,312,119,9,7,798,1939,2006,311500
2028,848,2,4,1460,6,408,880,2,2005,2028,3,11443,88,208,66,5,8,1868,2005,2006,369900
2898,1332,2,3,1165,5,207,665,3,1976,2898,3,15498,80,168,72,6,8,1565,1976,1976,287000
814,860,3,1,533,6,281,663,2,2000,1674,3,7500,74,1,96,5,7,814,2000,2000,216000
974,720,3,2,212,4,762,444,0,1991,974,2,10712,63,284,28,5,5,974,1991,1992,93500
1091,898,3,2,932,6,133,586,3,2002,1989,3,11367,90,210,60,5,8,1065,2002,2002,255000
1080,1017,3,1,50,4,499,678,3,1993,2097,3,11228,59,16,187,5,7,1080,1993,1993,228000
1442,1060,3,1,400,1,1424,500,3,1990,1442,2,11851,99,31,34,5,7,1424,1990,1990,180500
1130,551,2,1,821,6,299,720,1,1970,1130,2,10800,60,432,48,6,5,1120,1920,2007,120000
1133,687,4,1,329,3,697,240,1,1925,1820,2,9120,60,180,100,6,7,1026,1925,1969,184000
1378,741,3,1,1162,1,689,583,1,1972,2119,2,10448,24,333,104,6,6,689,1972,1972,158000
1264,1312,4,1,49,1,1234,666,3,2006,2576,4,12438,82,466,100,5,8,1234,2006,2006,361919
780,240,2,1,738,1,780,672,0,1875,1020,2,6342,54,108,150,8,5,780,1875,1996,94000
1095,679,4,1,520,1,1095,779,1,1920,1774,2,9600,60,44,56,2,4,1095,1900,1991,87000
904,878,1,4,350,4,333,660,0,1922,904,1,10020,35,306,24,1,1,683,1922,1976,61000
673,709,3,1,641,6,32,490,1,2000,1382,3,2651,100,210,50,5,7,673,2000,2000,165000
1518,1518,4,2,370,1,1107,840,1,1993,3608,4,22950,90,183,260,9,10,1107,1892,1993,475000
1178,1032,5,2,790,1,1008,205,1,1930,2210,1,9900,90,579,48,4,6,1008,1880,2002,117500
806,766,3,1,1567,1,806,373,3,1995,1572,2,10364,89,40,40,5,6,806,1995,1996,168000
1824,336,2,4,1219,6,424,739,1,1971,1824,3,115149,70,351,48,5,7,1643,1971,2002,302000
1056,351,3,1,775,4,281,304,1,1968,1056,2,8450,65,270,85,6,5,1056,1968,1968,142000
949,272,4,1,392,4,392,392,1,1965,1221,2,9738,60,110,172,7,5,784,1924,1987,104900
1362,966,4,1,288,5,700,504,3,1961,1362,2,10197,80,491,20,5,6,1362,1961,1961,163000
848,1230,1,4,697,6,151,420,2,2004,848,3,4426,40,147,48,5,6,848,2004,2004,141000
1434,768,3,1,20,6,1434,527,2,2001,1434,3,8529,65,174,39,5,7,1454,2001,2001,189000
1208,574,2,1,664,6,544,628,2,2007,1208,3,6762,64,108,54,5,7,1208,2007,2007,195400
1096,370,3,1,626,5,170,566,2,1950,1466,3,10800,60,84,21,8,5,796,1936,1989,170000
1987,896,2,4,1314,6,672,691,3,1994,1987,3,14303,91,554,36,5,8,1986,1994,1994,301500
1325,1093,3,4,1173,6,138,983,2,1993,2418,3,10542,96,651,154,5,7,1311,1993,1994,341000
1314,725,2,1,904,6,410,626,2,2008,1314,3,5063,34,166,62,5,7,1314,2007,2008,207500
970,739,3,1,560,1,970,380,1,2004,1709,3,2522,24,50,40,5,7,970,2004,2004,137500
672,546,3,1,187,3,672,720,0,1971,1218,2,1680,21,236,140,5,6,672,1971,1971,91500
1440,1440,8,1,256,2,1184,1025,0,1914,3395,1,10896,60,45,110,7,6,1440,1914,1995,200000
1200,689,3,4,1200,6,336,264,0,1987,1200,2,10800,60,290,98,5,5,1200,1987,1988,179000
912,684,2,1,111,4,522,297,3,1958,912,2,7535,70,238,285,7,5,912,1958,1985,120000
2444,1872,4,4,1455,6,989,832,3,1994,4316,4,21535,104,1170,50,6,10,2444,1994,1995,755000
856,854,3,1,706,6,150,548,2,2003,1710,3,8450,65,196,61,5,7,856,2003,2003,208500
1234,1140,4,1,679,1,1181,656,3,2003,2374,4,11999,93,340,100,5,8,1181,2003,2004,285000
860,704,3,1,275,3,429,234,1,1941,1564,1,12000,75,130,155,7,7,704,1941,1998,174500
1466,495,3,1,176,1,1290,528,3,1959,1466,1,17755,134,132,140,4,5,1466,1959,1959,149900
1383,1185,3,1,565,3,818,292,3,1960,1383,2,11600,80,175,45,5,6,1383,1960,1960,145250
1535,564,4,0,1036,0,180,410,1,1979,1535,2,7018,64,180,189,5,5,1057,1979,1979,118964
990,573,3,1,716,5,274,576,1,1996,990,2,13568,43,254,48,5,5,990,1995,1995,156000
918,728,4,1,364,3,554,240,1,1941,1646,2,7128,53,288,52,5,7,918,1941,2007,164000
908,1020,4,1,353,1,1020,440,1,1910,1928,1,9142,69,170,60,8,6,1020,1910,1977,137000
1040,685,3,1,315,6,114,550,2,1979,1725,2,11584,80,96,88,6,7,539,1979,1979,197000
2129,743,4,1,700,6,983,541,3,1992,2872,3,10678,85,337,33,5,8,1683,1992,2000,285000
1092,1020,4,2,500,5,176,576,1,1969,2112,2,11075,85,288,45,5,6,952,1969,1969,206900
757,567,3,1,672,4,230,240,1,1936,1324,2,6000,50,472,51,6,4,672,1936,1983,128000
520,600,2,1,991,1,600,480,2,2005,1200,3,3180,30,182,166,5,7,600,2005,2005,144152
672,672,3,1,456,3,216,468,1,1964,1344,2,10690,59,219,128,7,5,672,1920,1997,147000
840,828,3,1,223,3,840,500,2,2003,1668,3,11317,72,101,68,5,7,840,2003,2003,180000
1040,1427,2,0,538,1,270,400,1,1949,1040,2,8544,60,816,195,4,3,1814,1950,2006,93500
900,796,3,2,234,0,180,576,1,2005,900,3,7200,60,338,32,7,5,900,1951,2000,134800
1559,600,3,1,338,3,1221,812,1,1948,1559,2,8100,90,130,116,6,5,1559,1948,1973,153500
948,631,3,1,492,5,372,248,1,1954,948,2,10215,75,132,158,5,4,864,1954,1954,111000
923,1168,2,1,543,4,261,264,2,1980,923,2,8012,50,266,188,5,6,923,1980,1980,143000
1552,971,3,3,24,6,1528,782,2,2005,1552,3,10084,84,196,20,5,7,1552,2005,2006,212900
961,971,3,1,216,5,540,642,1,1998,1717,3,9550,60,287,35,5,7,756,1915,1970,140000
1721,639,3,1,570,3,891,440,2,1968,1721,2,10335,78,180,96,6,5,1461,1968,1993,180000
483,504,2,1,330,4,153,264,1,1973,987,2,1680,21,158,99,5,6,483,1973,1973,100000
1200,546,3,1,334,5,322,521,2,1995,1200,3,11249,105,172,26,5,6,1200,1995,1995,177500
1148,568,3,1,292,2,476,281,1,1949,1716,2,11409,60,202,114,4,5,768,1949,2008,131000
894,784,3,1,553,6,224,336,1,1973,894,2,8450,65,860,144,8,5,894,1965,2009,138500
1771,840,3,0,384,0,861,336,1,1960,1771,2,21750,100,75,75,4,5,727,1960,2006,115000
1173,600,3,4,885,6,896,528,2,1974,1173,3,10625,85,81,120,6,7,1053,1974,1974,170000
1287,711,3,1,72,5,733,576,3,1997,1287,3,9830,43,1031,17,7,5,1063,1959,2006,162000
1382,1243,3,1,547,3,504,459,1,1974,1382,2,11235,75,51,82,5,4,1051,1963,1979,148000
1214,1306,4,1,565,6,638,721,1,1995,2520,3,9950,82,290,114,5,7,1203,1995,1995,290000
1215,742,3,1,585,3,630,297,1,1958,1215,2,12400,66,176,55,7,6,1215,1958,1998,155000
1203,1323,4,1,740,6,425,844,1,1994,2526,3,10120,92,391,78,5,8,1165,1994,1994,290000
600,600,2,1,187,1,600,480,2,2004,1200,3,3182,30,275,172,5,7,600,2004,2005,151000
1728,1040,4,1,1606,5,122,560,1,1976,1728,2,9297,63,68,24,5,5,1728,1976,1976,188000
902,808,3,1,505,1,576,480,1,1990,1710,2,10300,50,268,11,6,7,576,1921,2007,140000
1407,985,3,1,1074,6,322,870,3,1997,2392,3,9452,82,423,70,5,8,1396,1997,1998,348000
1014,730,3,1,402,4,594,457,2,1993,1744,3,9453,69,220,70,7,7,996,1993,2003,194500
822,843,3,1,863,1,813,562,2,2007,1665,3,8125,65,120,20,6,7,813,2007,2007,205950
1282,1414,4,3,984,6,280,792,2,2007,2696,4,9965,77,220,184,5,7,1264,2007,2007,383970
864,571,3,1,616,5,248,528,1,1974,864,2,9000,60,428,154,6,4,864,1971,1971,120500
672,1336,2,1,344,3,328,234,1,1941,672,2,9340,50,335,113,6,4,672,1941,1994,113000
1320,808,3,3,328,2,285,564,2,1966,1320,2,11777,96,97,68,6,5,1164,1966,1966,164500
958,110,2,1,120,5,958,440,2,1977,958,2,4928,63,236,205,5,6,1078,1976,1976,128000
1710,546,3,2,916,1,1710,550,3,2004,1710,3,12118,43,108,48,5,7,1710,2004,2005,240000
1265,685,3,4,633,5,586,502,2,1965,1265,3,9350,85,340,92,8,5,1219,1965,1999,179900
1456,511,2,4,379,1,1273,400,3,2003,1456,3,3196,50,40,20,5,8,1273,2003,2003,215000
1067,472,3,1,564,1,927,576,1,1995,1539,2,6120,51,340,72,6,5,927,1936,1992,141500
1959,626,5,1,523,1,1907,766,1,1989,1959,2,11070,82,70,57,5,7,1907,1988,1989,171000
